Date,Close,High,Low,Open,Volume
,XOM,XOM,XOM,XOM,XOM
2000-01-03,17.730228424072266,18.28208709010484,17.631176868630522,17.999082645985574,13458200
2000-01-04,17.3906307220459,17.701935747176094,17.319879579970856,17.51798277778098,14510800
2000-01-05,18.338687896728516,18.508490562438965,17.617026567459106,17.65947723388672,17485000
2000-01-06,19.28675079345703,19.428253000305578,18.15473313866865,18.253784683462634,19461600
2000-01-07,19.23015785217285,19.527312609270446,19.017904454246,19.45656147662816,16603800
2000-01-10,18.961305618286133,19.159408811313003,18.91885493406609,19.060357214799566,8545400
2000-01-11,19.01790428161621,19.300908809616452,18.93300292321614,18.96130337601616,8722600
2000-01-12,18.90469741821289,19.10280053487081,18.74904496941024,18.848096527739198,10314200
2000-01-13,19.343347549438477,19.470699508432585,18.81978949579603,18.904690801792103,12056000
2000-01-14,18.961305618286133,19.35751200433987,18.791502881405957,19.35751200433987,11268800
2000-01-18,19.18770980834961,19.35751255001642,18.650001126404707,18.734902497238114,11929400
2000-01-19,19.371658325195312,19.442409451291716,18.94715156861689,19.074503595590418,13088800
2000-01-20,18.9471492767334,19.300904864424464,18.72074570061112,19.286754640916822,9613400
2000-01-21,19.244308471679688,19.28675915213192,18.862252347609576,19.0179048426011,14343600
2000-01-24,19.07450294494629,19.54146036125432,18.791498450214146,19.343357214941822,12459400
2000-01-25,19.032060623168945,19.499018244406546,18.97545969938257,19.01791039222235,11921600
2000-01-26,18.90469741821289,19.14525120272608,18.720744524173394,19.032049421778694,9298000
2000-01-27,18.338687896728516,18.862246116002403,18.05568345387777,18.862246116002403,10548400
2000-01-28,17.857580184936523,18.33868773350058,17.857580184936523,18.112284181235143,10361000
2000-01-31,18.763200759887695,18.91885325487922,17.631182614494772,17.80098533630371,14612200
2000-02-01,18.833955764770508,18.890556683672898,18.423599102728176,18.862256224221703,10665400
2000-02-02,18.97545051574707,19.21600432541724,18.84809849886286,18.84809849886286,11562800
2000-02-03,18.64999008178711,19.017895804189585,18.1264319383682,18.89054382335796,11610800
2000-02-04,18.310388565063477,18.904697931162907,18.126435666032698,18.904697931162907,11436200
2000-02-07,18.282087326049805,18.395289105158472,17.999082878278134,17.999082878278134,7101200
2000-02-08,17.87173080444336,18.536791254014886,17.815129915118124,18.338688141376558,9372000
2000-02-09,17.360048294067383,17.601950606361765,17.303130102939292,17.473884676323564,12408200
2000-02-10,17.274667739868164,17.687324547492693,17.146601834053655,17.36004501041117,13475600
2000-02-11,16.81930923461914,17.45963826639398,16.548948087869764,17.30311339196013,12465800
2000-02-14,17.402734756469727,17.516571124459716,16.947389284509764,16.961618830508513,9753600
2000-02-15,18.057287216186523,18.341878031256446,17.63040099358164,17.70154869734912,10783600
2000-02-16,18.213808059692383,18.29918528497219,17.84384008347988,17.986135458946226,10264200
2000-02-17,17.730009078979492,17.9861408313243,17.60194320280709,17.9861408313243,11678400
2000-02-18,17.07545280456543,17.61617547671,17.07545280456543,17.601945932706197,13800600
2000-02-22,17.17505645751953,17.516565450875348,16.961613336672148,17.360040495587263,10854800
