Date,Close,High,Low,Open,Volume
,HD,HD,HD,HD,HD
2000-01-03,38.86399841308594,41.24874999356293,38.044240057296975,40.91339430255835,12030800
2000-01-04,36.81458282470703,38.34231348848535,36.51648903665272,38.15600487095141,8774500
2000-01-05,37.559844970703125,37.559844970703125,36.367468939887154,36.814609951443146,6931400
2000-01-06,35.77126693725586,36.96364250183105,35.77126693725586,36.7400720834732,6603400
2000-01-07,37.85790252685547,37.85790252685547,36.21838706309401,36.81457450446182,6201600
2000-01-10,37.6716194152832,37.89518985691693,36.96364635010973,36.96364635010973,5453000
2000-01-11,36.70280075073242,37.932437730198586,36.51649211747997,37.82065255024712,4371500
2000-01-12,36.40472412109375,37.000912028911046,36.18115365566226,36.7028180750024,4599400
2000-01-13,37.03816223144531,37.26173262720856,36.66554490517323,37.03816223144531,4538900
2000-01-14,36.9263801574707,37.22447404370659,36.47923932811687,37.187212307927105,4578000
2000-01-18,36.06935501098633,36.516495775585334,35.84578462868683,36.516495775585334,5322000
2000-01-19,36.88911056518555,37.22446611577814,35.84578218556414,35.84578218556414,5176400
2000-01-20,36.25566482543945,36.81459079911016,35.69673885176875,36.70280560437601,7213400
2000-01-21,35.77126693725586,36.66554861068725,35.43591130971908,36.66554861068725,6682900
2000-01-24,34.57887649536133,36.330177352346226,33.796380367772336,36.330177352346226,7339600
2000-01-25,33.461036682128906,34.057224418113385,32.71580201214831,33.982700951115326,10252400
2000-01-26,34.206275939941406,34.39258463242474,32.82759161556468,33.349255954518036,8468400
2000-01-27,34.727935791015625,35.473170464642564,33.498298579531166,34.50436538892754,6915900
2000-01-28,33.16293716430664,34.24352725168293,33.08841371000483,33.98269516162658,7425100
2000-01-31,33.75914001464844,33.87092524648502,32.82759641601024,33.68461652675738,5958600
2000-02-01,36.963645935058594,36.963645935058594,33.87092152718575,33.94544500689353,10950500
2000-02-02,36.218406677246094,36.66554750042197,35.54769544248228,36.36745361830472,5862100
2000-02-03,36.06935501098633,36.14387847175283,35.175073481788324,36.06935501098633,4008800
2000-02-04,36.44197463989258,36.66554503645634,35.957572114004435,36.367451174371325,4063900
2000-02-07,35.175079345703125,36.36745491674391,35.175079345703125,36.36745491674391,3796600
2000-02-08,36.36745071411133,36.628282840134666,35.510430871463214,35.62221606833036,4501700
2000-02-09,35.026039123535156,36.55377061722126,35.026039123535156,36.55377061722126,5289700
2000-02-10,35.51042938232422,35.73399976668303,34.80245649852132,35.175073805786006,3644900
2000-02-11,35.80851364135742,36.06934568661185,35.28684955084857,35.473158154601734,4647100
2000-02-14,35.957576751708984,36.06936196440859,35.43591242577745,35.47317416334399,3173900
2000-02-15,35.62221908569336,35.88305123381036,35.21233999579522,35.808527762919795,3531100
2000-02-16,34.13174057006836,35.39863923751631,33.23745915775216,35.02602198238456,6829800
2000-02-17,32.49222946166992,34.24353082026911,31.93330349615955,34.13174562716703,10785700
