Date,Close,High,Low,Open,Volume
,MCD,MCD,MCD,MCD,MCD
2000-01-03,21.408552169799805,21.64492419691116,21.037110412910536,21.577389332022204,4520600
2000-01-04,20.96957778930664,21.374787021950247,20.733205736931204,21.23971727773571,4216500
2000-01-05,21.3072509765625,21.81376248947603,20.969576634620147,20.969576634620147,5231600
2000-01-06,21.003334045410156,21.273473390045655,20.90203179117184,21.138403717727904,4809400
2000-01-07,21.543622970581055,21.61115783882739,21.003344024610367,21.070878892856705,5124700
2000-01-10,21.644920349121094,22.151431745746393,21.47608321691266,21.611152922679405,4113900
2000-01-11,22.15143585205078,22.421575313661158,21.678691794232623,21.678691794232623,5440200
2000-01-12,23.096927642822266,23.26576483319377,21.94883474829601,22.117671938667517,8090000
2000-01-13,22.860546112060547,23.569662018047655,22.62417414339818,23.06315065662829,5700200
2000-01-14,23.02094078063965,23.130684906106577,22.624173557797672,23.130684906106577,3365400
2000-01-18,22.421573638916016,22.96185252178146,22.252736488020563,22.89431766142328,3401100
2000-01-19,22.894319534301758,23.029389266067554,22.151436009589904,22.151436009589904,3344700
2000-01-20,22.99562644958496,22.99562644958496,22.151440456575234,22.99562644958496,3309700
2000-01-21,22.185199737548828,22.624176292477493,21.847525464526775,22.489106583268672,3722600
2000-01-24,21.341014862060547,22.387805148016046,21.341014862060547,22.286502862278418,3593500
2000-01-25,21.50985336303711,21.74622537801554,21.172179055925067,21.47608593232591,3304500
2000-01-26,19.314973831176758,21.408554910779834,18.740927406124303,21.408554910779834,16703200
2000-01-27,20.327991485595703,20.496828624180385,19.382503509521484,19.450038364955354,12082200
2000-01-28,19.85524559020996,20.226687259414568,19.652641043371084,20.05785013704884,4444200
2000-01-31,20.192922592163086,20.530596883001934,20.05785287582755,20.125387733995318,4838300
2000-02-01,19.787717819213867,20.294229367487258,19.720182946110747,20.226694494384137,4679500
2000-02-02,19.17990493774414,19.85525370315767,19.11237006120279,19.787718826616313,5769100
2000-02-03,18.909761428833008,19.551342620168416,18.605854548726764,19.213668308939255,9225700
2000-02-04,18.977293014526367,19.382502118039387,18.707153612184353,19.382502118039387,7752200
2000-02-07,18.875995635986328,19.2474374105764,18.369484125181685,19.04483280625454,9992900
2000-02-08,19.61888313293457,20.327999390751483,19.179906401905054,19.450045928692447,12144800
2000-02-09,19.382503509521484,19.821480069841655,19.11236408778599,19.821480069841655,5915400
2000-02-10,19.17990493774414,19.585114196992258,18.977300308120082,19.17990493774414,5353400
2000-02-11,18.875995635986328,19.14613510841547,18.80846076787904,18.943530504093612,3920500
2000-02-14,18.30194664001465,19.078597512192392,17.998039776988577,19.078597512192392,4426400
2000-02-15,18.23441505432129,18.43701966603597,18.065577877892387,18.23441505432129,4669200
2000-02-16,18.03180694580078,18.605853234337513,17.964272088325874,18.23441151822551,3804900
2000-02-17,18.23441505432129,18.403252230750187,18.031810442606606,18.133112748463947,4272000
2000-02-18,17.55906105041504,18.200642127257126,17.457758775124184,18.133107277063225,5494900
2000-02-22,17.457763671875,17.93050775583293,17.390228802738154,17.42399623730658,4479500
2000-02-23,17.626596450805664,18.03180556461729,17.49152674620179,17.52529417235276,4927400
2000-02-24,16.951251983642578,17.491530931328395,16.748647378260394,17.35646119440694,6154300
2000-02-25,16.74864959716797,17.18762630031955,16.6135798423521,17.018789106799712,4551200
