Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2000-01-03,35.792327880859375,36.425650572585035,34.39134132037533,36.04181863820585,53228400
2000-01-04,34.58323669433594,35.9650308352861,34.4680871825901,34.871110473700554,54119000
2000-01-05,34.9478759765625,35.734730954618,33.58527345358835,34.12263782884576,64059600
2000-01-06,33.777191162109375,34.96706948713823,33.27820992903276,34.44889666817405,54976600
2000-01-07,34.218597412109375,34.46808802700417,32.95195275187426,33.354976052858156,62013600
2000-01-10,34.468082427978516,34.909488828782244,34.199400270967544,34.83272249820769,44963600
2000-01-11,33.58528137207031,35.08222534179688,33.374173889160154,34.23779541015625,46743600
2000-01-12,32.49134826660156,33.43173578288241,32.069133463373426,33.31658629109292,66532400
2000-01-13,33.10549545288086,33.35498614325039,31.167144704625226,32.04995791670205,83144000
2000-01-14,34.468082427978516,34.98625515935681,32.472157833039894,32.91356423384362,73416400
2000-01-18,35.408470153808594,35.77311022585324,34.31454993767467,34.33374152041387,81483600
2000-01-19,32.85599899291992,34.23779334308945,32.54893358177114,33.930727931940666,97568200
2000-01-20,32.54893493652344,33.681238687263345,32.51055175853225,32.8751919494485,56349800
2000-01-21,31.858022689819336,32.9327511661024,31.70449005035033,32.855984846367896,68416200
2000-01-24,31.090364456176758,32.452966849009194,30.956023375193276,31.872421463330586,63597600
2000-01-25,31.570173263549805,31.896430373264298,30.572210339717223,31.01361701756625,59823200
2000-01-26,30.51463508605957,31.78128031604695,30.43786870848458,31.455023211353232,49365000
2000-01-27,30.322711944580078,31.071183948275408,29.862113788459876,30.672958459129816,63654800
2000-01-28,30.16916847229004,30.783299128214516,29.862103144327797,30.130785306294758,58225400
2000-01-31,30.054018020629883,30.149975932573145,29.132822065974562,29.97725169107527,73194200
2000-02-01,31.608545303344727,31.704503242942007,29.996451918110385,30.24594256106332,70196600
2000-02-02,30.95603370666504,31.915613176803447,30.8600757596512,31.45501503113701,49915600
2000-02-03,31.81964683532715,31.992371094385014,30.744918112300414,31.339857226833068,49186000
2000-02-04,32.72165298461914,33.16305944716826,31.977979053150523,32.04994749813136,55365400
2000-02-07,32.740848541259766,32.817614891884055,32.01156821032901,32.79842330422798,40005800
2000-02-08,33.75800323486328,33.7771948228308,32.6832743086823,32.6832743086823,56229000
2000-02-09,31.934785842895508,33.60445313155651,31.896402686834335,33.60445313155651,55090000
2000-02-10,32.54893493652344,32.72165923748376,31.474205952770305,31.90121880792222,54527800
2000-02-11,30.687339782714844,32.20347476885273,30.4378492153757,32.20347476885273,115559000
2000-02-14,30.591388702392578,31.243902639582885,30.418664424901028,31.0855720518823,81028600
2000-02-15,30.265140533447266,30.706547148709973,30.13079938967166,30.629780780838196,71027600
2000-02-16,29.97726058959961,30.764115701106384,29.82372788491536,30.47624187982342,65202600
2000-02-17,30.591388702392578,30.61058028878053,29.82852314347156,30.245940147409478,80343400
2000-02-18,29.19039535522461,30.725721869634846,29.13282061093423,30.70653028820472,79063000
2000-02-22,28.806560516357422,29.823714218800422,28.499495247695386,29.209583681476346,66296200
2000-02-23,28.94091796875,29.401516132708885,28.269212312976624,28.710618886770554,75847200
2000-02-24,29.09444808959961,29.43989668169248,28.250018197817035,28.94091538200278,69733200
2000-02-25,28.03890037536621,29.08004366445835,27.789409817611414,29.075245769116915,65301400
2000-02-28,28.11566162109375,28.288385822178967,27.060124836684086,27.71263848522824,76131800
2000-02-29,27.4439697265625,28.17325004097465,27.290437028791523,28.17325004097465,58437400
2000-03-01,27.88538360595703,28.8929422014923,27.309635837079735,27.520743352334744,106889800
2000-03-02,28.672231674194336,29.28636247310613,27.981334525418568,28.1924419875445,106932600
2000-03-03,29.516645431518555,30.361074819676436,28.825748659389383,29.094430737439616,101435200
2000-03-06,27.827796936035156,29.900488018167433,27.67426426328462,29.47827316810345,93609400
2000-03-07,28.51870346069336,29.93888115658253,28.230829603418524,29.516666165912774,135061000
2000-03-08,29.34393882751465,29.53585471258669,27.94295286648877,28.806574349312942,94290000
2000-03-09,30.70654296875,30.70654296875,29.1712158203125,29.267173767089844,88198800
2000-03-10,31.01360511779785,31.474203213606728,30.55300702198897,30.57219860931434,85589000
2000-03-13,30.092416763305664,30.783314086952984,29.938884024717368,29.97726720936444,61831800
2000-03-14,29.2095947265625,30.476239438752465,29.2095947265625,30.284323573269134,73489200
2000-03-15,29.286361694335938,29.67019343344912,28.76818884653314,29.036871063912365,53208000
2000-03-16,29.286361694335938,29.689385020404778,28.633847737843524,29.45908597693687,77300800
2000-03-17,30.51463508605957,30.55301827484707,29.017690723347215,29.247989856072195,81161600
2000-03-20,29.900497436523438,30.6297778618045,29.631815174577785,30.322712419580895,47773000
2000-03-21,31.55097007751465,31.666119603344995,29.63181131367556,29.70857766422912,81648800
2000-03-22,31.70450210571289,32.433782420493216,31.051988139856814,31.570160995095463,93975800
2000-03-23,34.352943420410156,34.660008836458516,32.74084998615628,32.798424751665344,148224000
2000-03-24,34.29536056518555,35.31251451591573,33.64284671000014,34.583234324826165,112196800
2000-03-27,31.9539852142334,33.239821255887236,31.915602048810893,33.09108648987503,111434000
2000-03-28,32.030757904052734,32.990337230117824,31.435818721892378,31.819650452318413,81114400
2000-03-29,32.9135627746582,33.45092706485671,32.28024057549568,32.299432157288486,64363800
2000-03-30,31.74289894104004,33.354992962229495,31.47421660417513,32.60652073810582,64178400
2000-03-31,32.62569808959961,33.23982887716854,31.973184127807617,32.54893174115349,64281400
2000-04-03,27.90456199645996,29.63180448592447,27.63587983143215,28.99848223978748,260118200
2000-04-04,27.194475173950195,28.25001231902236,26.081363275510455,28.115671227831356,181244400
2000-04-05,26.522764205932617,27.175277941823868,26.369231562193498,27.09851161995431,82887600
2000-04-06,26.407623291015625,27.021754065225288,26.182122147360513,26.983370891837186,66421400
2000-04-07,27.348018646240234,27.44397660640248,26.10056516413103,26.714696109169406,82613600
2000-04-10,26.426807403564453,27.213662235478864,26.40761582229825,27.213662235478864,60685400
2000-04-11,25.755102157592773,26.42680750447485,25.639952669555846,26.138933784382534,71961800
2000-04-12,24.373315811157227,25.256128824789695,24.18139993862843,25.217745650283934,153003800
2000-04-13,24.33493995666504,25.25613642190157,24.25817358456199,24.833921375334825,94316200
2000-04-14,22.761211395263672,24.411687095088862,22.492529304594452,24.296537627659195,151217800
2000-04-17,23.298582077026367,23.336965243545354,22.415769247089617,22.79960091227951,119772200
2000-04-18,24.73796272277832,25.160177757612395,23.29859328584397,23.49050921076855,91794600
2000-04-19,24.162220001220703,25.02584184399666,23.98949563266551,25.00665024749053,53715400
2000-04-20,24.23897933959961,24.52685320349034,23.79757274830049,24.143021384969366,52387400
2000-04-24,20.45823097229004,20.880445870404845,19.959249729063455,20.650146835069496,313645800
2000-04-25,21.302661895751953,21.341045070338893,20.765297451534785,21.11074602281725,159517400
2000-04-26,20.880443572998047,21.84002278131597,20.68852773133446,21.494574266321518,107091200
2000-04-27,21.43699836730957,21.475381533589445,20.68852662485203,20.707718207991967,77669800
2000-04-28,21.417810440063477,21.801642168380024,20.957212366083617,21.724875822716715,78082600
2000-05-01,22.550113677978516,22.722837952958777,22.012749266928815,22.377389402998254,107811000
2000-05-02,21.456195831298828,22.569307958503956,21.3410463008983,22.358200486102984,97716200
2000-05-03,21.667293548583984,21.74405986762237,21.12992931531529,21.609718809305196,55354800
2000-05-04,21.628925323486328,21.87841603263036,21.283476649286904,21.59054213746417,43317200
2000-05-05,21.840028762817383,22.051136246465003,21.456196974367167,21.57134651090223,36402200
2000-05-08,21.43699836730957,21.916787945807997,21.3986152010297,21.782446863828437,36187600
2000-05-09,20.822866439819336,21.62891288265105,20.726908529958415,21.552146554762317,60778400
2000-05-10,20.323888778686523,20.84206158040941,20.18954768194355,20.803678409911416,67740000
2000-05-11,20.842069625854492,20.91883599648379,20.189555475505454,20.458237772708,58390800
2000-05-12,21.129941940307617,21.417815808704177,20.95721761926968,21.01479239294899,37886000
2000-05-15,21.302661895751953,21.321853483045423,20.880446975295605,21.18751237199113,33899600
2000-05-16,21.341049194335938,21.68649783237375,21.206708057321233,21.36024078533804,48410600
