Date,Close,High,Low,Open,Volume
,SCHW,SCHW,SCHW,SCHW,SCHW
2000-01-03,18.036720275878906,19.011677148577864,17.975783553638777,18.767938627747284,8738700
2000-01-04,17.79296875,18.219514403277,17.153153059459548,18.03670992026544,8725350
2000-01-05,17.914846420288086,17.975780342265722,16.81801908843371,17.762510220655916,6704100
2000-01-06,17.914846420288086,18.585130719546694,17.70157350930213,17.732041864979024,7567650
2000-01-07,18.950746536254883,18.950746536254883,18.341395943343354,18.6156028733404,4294650
2000-01-10,19.01167106628418,19.468682389992935,18.88980045016993,19.407748476623684,5781300
2000-01-11,19.07261085510254,19.438220026697966,18.981208562203683,19.25541544090025,4009950
2000-01-12,18.34139060974121,19.01167495127706,18.310925041518892,19.01167495127706,4154400
2000-01-13,19.742895126342773,19.986633642554807,16.513346536994504,16.57428325807996,23542200
2000-01-14,19.98662567138672,21.08345274096359,19.834289508181758,20.443636950377083,14040000
2000-01-18,19.01167106628418,19.803823097587436,18.92026880154243,19.77335753559069,6587700
2000-01-19,19.49915313720703,19.98663008280834,19.16400959905802,19.468684782090914,7321650
2000-01-20,19.133543014526367,19.6210199341713,19.042140743420948,19.52961766306588,4695000
2000-01-21,18.76793670654297,19.133545845051103,18.067183998151474,19.133545845051103,7269300
2000-01-24,18.524198532104492,18.524198532104492,17.823448495410542,18.463264595245793,3403200
2000-01-25,17.945316314697266,18.341391025577806,17.671109458221636,18.00625024189972,3938250
2000-01-26,18.585128784179688,18.706996615444226,17.48830156654369,17.88437620221723,5633100
2000-01-27,18.18904685974121,18.73746033289924,17.732035632109522,18.55465584184656,4308150
2000-01-28,17.15315055847168,18.52418398115702,17.09221666947721,18.067172840261904,3853650
2000-01-31,17.15315055847168,17.61016169936679,17.06174833029266,17.183618897656235,4708500
2000-02-01,17.366439819335938,18.036724391278174,16.97036219190953,17.76251744676234,4331100
2000-02-02,17.4273738861084,17.671115253607965,16.421948415960273,17.30550599173592,8118450
2000-02-03,17.366439819335938,17.6101783957798,16.818025930304277,17.54924444901316,4783500
2000-02-04,18.493724822998047,18.585127082766775,16.970351967268826,17.3968977057733,11454300
